invoice_id,branch,city,customer_type,gender,prouduct_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.42,3/15/2019 0:00,10:50:00,Credit card,92.78,gross_margin_percentage,4.64,9.8
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.78,3/9/2019 0:00,10:17:00,Cash,244.55,gross_margin_percentage,12.23,6.6
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.45,3/15/2019 0:00,14:48:00,Credit card,724.24,gross_margin_percentage,36.21,6.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019 0:00,10:18:00,Cash,447.4,gross_margin_percentage,22.37,7.4
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,3/25/2019 0:00,10:23:00,Cash,382.6,gross_margin_percentage,19.13,9.9
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.56,3/8/2019 0:00,15:27:00,Cash,88.15,gross_margin_percentage,4.41,8.5
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.98,3/30/2019 0:00,20:37:00,Cash,290.46,gross_margin_percentage,14.52,6.7
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.01,2/24/2019 0:00,14:26:00,Ewallet,211.44,gross_margin_percentage,10.57,8.9
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.49,2/12/2019 0:00,10:25:00,Ewallet,234.75,gross_margin_percentage,11.74,7.1
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.14,3/25/2019 0:00,16:32:00,Ewallet,211.56,gross_margin_percentage,10.58,6.7
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.67,1/31/2019 0:00,10:46:00,Credit card,66.35,gross_margin_percentage,3.32,9.7
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.22,1/15/2019 0:00,18:22:00,Ewallet,378.3,gross_margin_percentage,18.92,7.8
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.72,2/27/2019 0:00,17:24:00,Credit card,510.21,gross_margin_percentage,25.51,8.4
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.72,1/9/2019 0:00,13:46:00,Ewallet,295.92,gross_margin_percentage,14.8,7.1
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.14,3/5/2019 0:00,10:40:00,Ewallet,263.94,gross_margin_percentage,13.2,5.1
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.06,1/28/2019 0:00,19:24:00,Ewallet,119.1,gross_margin_percentage,5.96,5.4
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019 0:00,14:42:00,Cash,473.4,gross_margin_percentage,23.67,7.6
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.14,2/15/2019 0:00,18:03:00,Ewallet,91.56,gross_margin_percentage,4.58,9.8
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019 0:00,20:35:00,Ewallet,775.6,gross_margin_percentage,38.78,6.9
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.42,2/12/2019 0:00,14:33:00,Ewallet,143.26,gross_margin_percentage,7.16,8.8
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.38,2/8/2019 0:00,10:37:00,Ewallet,604.17,gross_margin_percentage,30.21,5.3
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188,2/6/2019 0:00,18:44:00,Ewallet,179.05,gross_margin_percentage,8.95,7.9
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.65,2/5/2019 0:00,15:26:00,Credit card,385.38,gross_margin_percentage,19.27,8.9
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.48,2/7/2019 0:00,19:30:00,Ewallet,318.55,gross_margin_percentage,15.93,8.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.64,1/19/2019 0:00,15:58:00,Ewallet,189.18,gross_margin_percentage,9.46,7
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.51,2/2/2019 0:00,18:42:00,Credit card,750.96,gross_margin_percentage,37.55,8.3
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.76,2/2/2019 0:00,13:23:00,Ewallet,381.68,gross_margin_percentage,19.08,6.4
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.74,1/14/2019 0:00,14:00:00,Credit card,403.56,gross_margin_percentage,20.18,7.5
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.48,2/10/2019 0:00,18:23:00,Credit card,144.27,gross_margin_percentage,7.21,7.8
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.22,1/20/2019 0:00,20:38:00,Ewallet,106.88,gross_margin_percentage,5.34,4.1
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.91,3/14/2019 0:00,11:07:00,Cash,596.1,gross_margin_percentage,29.81,5.3
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019 0:00,18:06:00,Credit card,402.6,gross_margin_percentage,20.13,5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.95,2/7/2019 0:00,13:05:00,Credit card,263.76,gross_margin_percentage,13.19,6.9
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.09,1/12/2019 0:00,15:48:00,Credit card,180.09,gross_margin_percentage,9,5.7
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.25,2/2/2019 0:00,18:50:00,Cash,18.33,gross_margin_percentage,0.92,4.3
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.1,1/29/2019 0:00,12:25:00,Cash,252.48,gross_margin_percentage,12.62,8.9
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.34,2/19/2019 0:00,15:07:00,Cash,887.94,gross_margin_percentage,44.4,8.4
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019 0:00,15:59:00,Credit card,568.4,gross_margin_percentage,28.42,8.1
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.78,1/8/2019 0:00,12:50:00,Cash,145.5,gross_margin_percentage,7.28,6.7
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.25,2/13/2019 0:00,13:59:00,Cash,82.14,gross_margin_percentage,4.11,6.3
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62,2/17/2019 0:00,18:06:00,Cash,59.05,gross_margin_percentage,2.95,9.4
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.22,2/21/2019 0:00,10:26:00,Cash,418.3,gross_margin_percentage,20.92,7.2
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.34,2/2/2019 0:00,16:33:00,Cash,38.42,gross_margin_percentage,1.92,8.6
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.74,1/7/2019 0:00,12:37:00,Cash,81.66,gross_margin_percentage,4.08,7.3
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.11,1/28/2019 0:00,17:58:00,Credit card,19.15,gross_margin_percentage,0.96,9.5
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,1/6/2019 0:00,12:46:00,Credit card,894.8,gross_margin_percentage,44.74,9.6
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.81,3/22/2019 0:00,19:35:00,Credit card,707.44,gross_margin_percentage,35.37,4.3
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.96,1/27/2019 0:00,14:55:00,Ewallet,486.63,gross_margin_percentage,24.33,9.5
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.29,2/15/2019 0:00,12:42:00,Credit card,88.85,gross_margin_percentage,4.44,5.4
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.3,1/25/2019 0:00,13:38:00,Cash,631.71,gross_margin_percentage,31.59,6.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.66,2/23/2019 0:00,12:29:00,Cash,119.68,gross_margin_percentage,5.98,8.6
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.41,1/13/2019 0:00,17:54:00,Credit card,356.58,gross_margin_percentage,17.83,6.8
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.23,2/28/2019 0:00,19:01:00,Cash,687.84,gross_margin_percentage,34.39,8.2
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.92,3/7/2019 0:00,10:23:00,Credit card,133.26,gross_margin_percentage,6.66,8.6
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019 0:00,11:06:00,Credit card,135,gross_margin_percentage,6.75,4.8
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.77,2/10/2019 0:00,12:50:00,Ewallet,74.07,gross_margin_percentage,3.7,9.9
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019 0:00,20:21:00,Credit card,274.2,gross_margin_percentage,13.71,9.2
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.15,1/28/2019 0:00,13:05:00,Cash,647.76,gross_margin_percentage,32.39,9.3
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.12,2/11/2019 0:00,18:38:00,Ewallet,433.45,gross_margin_percentage,21.67,9.4
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.04,1/21/2019 0:00,17:36:00,Cash,98.13,gross_margin_percentage,4.91,8.9
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.16,2/4/2019 0:00,16:09:00,Credit card,522.06,gross_margin_percentage,26.1,9
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.87,2/2/2019 0:00,18:31:00,Credit card,431.3,gross_margin_percentage,21.57,5.5
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.08,1/11/2019 0:00,11:52:00,Cash,579.12,gross_margin_percentage,28.96,4.5
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.44,3/23/2019 0:00,19:16:00,Ewallet,443.28,gross_margin_percentage,22.16,4.4
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.75,3/2/2019 0:00,16:42:00,Ewallet,517.86,gross_margin_percentage,25.89,4.1
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.57,2/16/2019 0:00,14:19:00,Ewallet,286.26,gross_margin_percentage,14.31,4.4
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.81,2/19/2019 0:00,10:12:00,Ewallet,196.96,gross_margin_percentage,9.85,9.2
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.8,2/5/2019 0:00,10:17:00,Cash,283.62,gross_margin_percentage,14.18,8.8
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.59,1/20/2019 0:00,17:48:00,Ewallet,511.04,gross_margin_percentage,25.55,9.9
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019 0:00,20:14:00,Ewallet,505.4,gross_margin_percentage,25.27,4.3
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.04,3/18/2019 0:00,15:52:00,Ewallet,51.47,gross_margin_percentage,2.57,8.5
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.24,1/18/2019 0:00,12:04:00,Ewallet,158.32,gross_margin_percentage,7.92,8.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.41,1/30/2019 0:00,16:24:00,Ewallet,485.15,gross_margin_percentage,24.26,9.3
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,1/1/2019 0:00,14:42:00,Credit card,742.2,gross_margin_percentage,37.11,4.3
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.65,2/11/2019 0:00,10:54:00,Cash,756.81,gross_margin_percentage,37.84,8
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.87,2/2/2019 0:00,20:42:00,Cash,178.92,gross_margin_percentage,8.95,7.1
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.06,3/18/2019 0:00,11:29:00,Ewallet,299.1,gross_margin_percentage,14.96,4.7
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.8,2/17/2019 0:00,19:57:00,Credit card,356.95,gross_margin_percentage,17.85,5.5
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.77,2/2/2019 0:00,15:47:00,Cash,412.16,gross_margin_percentage,20.61,9.6
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.79,3/28/2019 0:00,15:30:00,Credit card,215.04,gross_margin_percentage,10.75,9.2
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.41,2/7/2019 0:00,10:18:00,Credit card,28.96,gross_margin_percentage,1.45,6.2
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.22,1/3/2019 0:00,16:47:00,Credit card,335.45,gross_margin_percentage,16.77,9.1
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.95,3/7/2019 0:00,13:12:00,Cash,139.95,gross_margin_percentage,7,5
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019 0:00,19:42:00,Ewallet,152.8,gross_margin_percentage,7.64,6.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.02,3/29/2019 0:00,16:48:00,Ewallet,274.3,gross_margin_percentage,13.72,9.8
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.36,1/14/2019 0:00,10:02:00,Cash,429.87,gross_margin_percentage,21.49,9.8
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.37,3/12/2019 0:00,11:01:00,Ewallet,285.11,gross_margin_percentage,14.26,5.4
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.4,2/9/2019 0:00,10:25:00,Cash,63.24,gross_margin_percentage,3.16,7.3
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.93,2/7/2019 0:00,15:55:00,Cash,276.12,gross_margin_percentage,13.81,7.1
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.11,1/28/2019 0:00,15:46:00,Credit card,602.96,gross_margin_percentage,30.15,8.4
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.37,2/3/2019 0:00,14:38:00,Cash,664.16,gross_margin_percentage,33.21,4.2
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.96,2/15/2019 0:00,20:51:00,Credit card,794.25,gross_margin_percentage,39.71,7.6
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.84,1/5/2019 0:00,19:48:00,Ewallet,552.23,gross_margin_percentage,27.61,7.5
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.38,3/5/2019 0:00,19:06:00,Ewallet,391.79,gross_margin_percentage,19.59,8.9
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.03,2/4/2019 0:00,18:53:00,Ewallet,93.36,gross_margin_percentage,4.67,7.4
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.15,1/23/2019 0:00,11:51:00,Cash,307.76,gross_margin_percentage,15.39,7.7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.11,1/24/2019 0:00,18:04:00,Credit card,693.44,gross_margin_percentage,34.67,7.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.19,3/20/2019 0:00,19:44:00,Cash,91.61,gross_margin_percentage,4.58,9.8
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.77,2/26/2019 0:00,11:48:00,Ewallet,199.78,gross_margin_percentage,9.99,7.1
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.39,1/15/2019 0:00,13:41:00,Ewallet,147.04,gross_margin_percentage,7.35,4.6
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.86,3/21/2019 0:00,15:25:00,Ewallet,197.96,gross_margin_percentage,9.9,6.6
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.72,1/24/2019 0:00,10:38:00,Ewallet,531.16,gross_margin_percentage,26.56,8.9
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,215,3/18/2019 0:00,17:15:00,Credit card,204.76,gross_margin_percentage,10.24,4.7
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.05,2/8/2019 0:00,13:12:00,Credit card,260.05,gross_margin_percentage,13,7.7
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.55,2/4/2019 0:00,12:14:00,Cash,71.95,gross_margin_percentage,3.6,7.3
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.05,1/8/2019 0:00,11:42:00,Credit card,166.71,gross_margin_percentage,8.34,5.9
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.31,3/14/2019 0:00,11:21:00,Credit card,46.96,gross_margin_percentage,2.35,7.9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.23,2/3/2019 0:00,11:25:00,Ewallet,674.5,gross_margin_percentage,33.73,4.2
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.91,1/24/2019 0:00,13:24:00,Cash,60.87,gross_margin_percentage,3.04,5.5
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.26,2/1/2019 0:00,19:54:00,Cash,310.72,gross_margin_percentage,15.54,8.4
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.96,1/17/2019 0:00,17:59:00,Ewallet,77.1,gross_margin_percentage,3.86,6.1
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.62,1/2/2019 0:00,18:09:00,Credit card,199.64,gross_margin_percentage,9.98,6.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019 0:00,11:00:00,Cash,222.4,gross_margin_percentage,11.12,4.2
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.29,2/10/2019 0:00,13:51:00,Ewallet,258.37,gross_margin_percentage,12.92,6.7
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.17,3/21/2019 0:00,16:08:00,Credit card,720.16,gross_margin_percentage,36.01,4.5
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.52,3/11/2019 0:00,12:01:00,Credit card,119.54,gross_margin_percentage,5.98,5.8
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.65,2/19/2019 0:00,14:53:00,Credit card,253.95,gross_margin_percentage,12.7,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.08,3/26/2019 0:00,11:02:00,Credit card,39.12,gross_margin_percentage,1.96,9.6
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019 0:00,19:25:00,Cash,87.2,gross_margin_percentage,4.36,8.1
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.41,2/9/2019 0:00,18:58:00,Credit card,846.1,gross_margin_percentage,42.31,8.8
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.97,3/20/2019 0:00,11:23:00,Cash,499.02,gross_margin_percentage,24.95,7.3
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.07,1/14/2019 0:00,15:20:00,Ewallet,84.83,gross_margin_percentage,4.24,8.8
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.04,1/26/2019 0:00,15:17:00,Cash,609.56,gross_margin_percentage,30.48,5.5
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.08,3/10/2019 0:00,17:38:00,Credit card,137.22,gross_margin_percentage,6.86,6.5
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.21,2/7/2019 0:00,10:09:00,Cash,744.96,gross_margin_percentage,37.25,6.8
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.63,3/1/2019 0:00,15:40:00,Ewallet,82.5,gross_margin_percentage,4.13,6.5
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.89,3/14/2019 0:00,13:49:00,Ewallet,211.32,gross_margin_percentage,10.57,6.5
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.92,1/8/2019 0:00,19:07:00,Credit card,652.3,gross_margin_percentage,32.62,5.2
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.37,1/31/2019 0:00,20:32:00,Ewallet,790.83,gross_margin_percentage,39.54,5.6
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.99,1/20/2019 0:00,12:27:00,Ewallet,448.56,gross_margin_percentage,22.43,7.6
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.44,3/8/2019 0:00,17:11:00,Credit card,277.56,gross_margin_percentage,13.88,9.5
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019 0:00,18:43:00,Cash,241.2,gross_margin_percentage,12.06,5.8
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019 0:00,18:45:00,Cash,298.8,gross_margin_percentage,14.94,5.8
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.8,1/13/2019 0:00,19:14:00,Ewallet,140.76,gross_margin_percentage,7.04,6.4
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.64,1/22/2019 0:00,11:00:00,Ewallet,92.04,gross_margin_percentage,4.6,9.1
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.01,1/13/2019 0:00,10:03:00,Cash,319.06,gross_margin_percentage,15.95,5
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.29,1/21/2019 0:00,17:44:00,Cash,439.32,gross_margin_percentage,21.97,7.2
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.88,3/19/2019 0:00,14:35:00,Cash,53.22,gross_margin_percentage,2.66,4.2
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019 0:00,10:52:00,Cash,544.2,gross_margin_percentage,27.21,5.3
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.29,3/6/2019 0:00,13:46:00,Ewallet,434.56,gross_margin_percentage,21.73,5.4
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.95,3/24/2019 0:00,10:29:00,Cash,263.76,gross_margin_percentage,13.19,6
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.68,3/3/2019 0:00,17:36:00,Cash,352.08,gross_margin_percentage,17.6,8.8
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.68,3/1/2019 0:00,11:30:00,Credit card,44.46,gross_margin_percentage,2.22,8.7
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.54,3/28/2019 0:00,15:31:00,Credit card,256.7,gross_margin_percentage,12.84,9.1
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.04,2/6/2019 0:00,10:22:00,Credit card,52.42,gross_margin_percentage,2.62,6.3
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.56,3/7/2019 0:00,20:37:00,Ewallet,199.58,gross_margin_percentage,9.98,8
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81,3/22/2019 0:00,19:36:00,Ewallet,407.44,gross_margin_percentage,20.37,9.2
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.32,3/23/2019 0:00,13:23:00,Ewallet,471.73,gross_margin_percentage,23.59,6.9
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.17,2/26/2019 0:00,16:52:00,Ewallet,598.26,gross_margin_percentage,29.91,7.9
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.98,1/23/2019 0:00,11:15:00,Cash,318.08,gross_margin_percentage,15.9,9.2
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.17,1/11/2019 0:00,11:20:00,Ewallet,89.69,gross_margin_percentage,4.48,4.9
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.63,2/5/2019 0:00,11:32:00,Ewallet,32.98,gross_margin_percentage,1.65,4.6
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019 0:00,18:37:00,Ewallet,154,gross_margin_percentage,7.7,6.6
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.61,1/19/2019 0:00,12:47:00,Credit card,35.82,gross_margin_percentage,1.79,8.1
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,3/8/2019 0:00,16:43:00,Ewallet,487.8,gross_margin_percentage,24.39,5.3
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.39,1/8/2019 0:00,20:08:00,Cash,363.23,gross_margin_percentage,18.16,4.5
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.62,3/18/2019 0:00,16:10:00,Credit card,166.3,gross_margin_percentage,8.32,4.2
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.14,3/26/2019 0:00,19:28:00,Credit card,110.61,gross_margin_percentage,5.53,8
